MAC,Timestamp,Latitude,Longitude,HorizontalAccuracy,Altitude,VerticalAccuracy,Speed,Course,Confidence
0:1f:33:2b:44:9b,363630672.745583,38.84844511,-77.08139747,44.0,52.0,18.0,-1.0,-1.0,50
30:46:9a:4f:23:c,363630672.745583,38.8485043,-77.08128637,67.0,49.0,19.0,-1.0,-1.0,50
0:23:69:83:b3:4c,363630672.745583,38.84846389,-77.08137166,46.0,52.0,17.0,-1.0,-1.0,50
e0:91:f5:13:b:cc,363630672.745583,38.84847617,-77.08135408,44.0,47.0,20.0,-1.0,-1.0,50
50:67:f0:86:a8:c2,363630672.745583,38.84696859,-77.08111679,42.0,33.0,17.0,-1.0,-1.0,50
78:cd:8e:b:e4:6b,363630672.745583,38.84749686,-77.07970082,60.0,29.0,10.0,-1.0,-1.0,50
0:26:f3:fb:da:2b,363630672.745583,38.84847205,-77.08136999,50.0,50.0,17.0,-1.0,-1.0,50
78:cd:8e:b:e4:6a,363630672.745583,38.84749931,-77.079692,64.0,29.0,10.0,-1.0,-1.0,50
0:26:f3:41:af:1b,363630672.745583,38.8484674,-77.08139103,43.0,53.0,18.0,-1.0,-1.0,50
0:26:5c:67:6:74,363630672.745583,38.84846138,-77.08140295,49.0,52.0,18.0,-1.0,-1.0,50
0:21:63:cc:12:89,363630672.745583,38.84822881,-77.07979661,42.0,57.0,19.0,-1.0,-1.0,50
30:46:9a:64:ad:ea,363630672.745583,38.84847402,-77.08138591,50.0,50.0,16.0,-1.0,-1.0,50
0:24:b2:d6:6:ee,363630672.745583,38.84851288,-77.08131343,68.0,50.0,18.0,-1.0,-1.0,50
0:26:f3:41:af:18,363630672.745583,38.84850019,-77.08134251,44.0,54.0,18.0,-1.0,-1.0,50
0:26:f3:fb:da:2a,363630672.745583,38.848477,-77.08138698,47.0,49.0,17.0,-1.0,-1.0,50
0:26:f2:90:84:3c,363630672.185595,38.84908688,-77.08180648,42.0,44.0,17.0,-1.0,-1.0,50
0:26:f3:d3:ed:f9,363630672.185595,38.8491463,-77.08213013,50.0,45.0,15.0,-1.0,-1.0,50
50:67:f0:86:a7:af,363630672.185595,38.84766745,-77.08159846,42.0,37.0,12.0,-1.0,-1.0,50
0:26:f3:fd:90:ba,363630672.185595,38.84905409,-77.08171236,52.0,47.0,17.0,-1.0,-1.0,50
0:22:3f:7d:fb:32,363630672.185595,38.84905415,-77.08171099,47.0,48.0,18.0,-1.0,-1.0,50
0:26:f3:d0:d3:eb,363630672.185595,38.84901064,-77.08161211,45.0,47.0,19.0,-1.0,-1.0,50
98:fc:11:62:78:5d,363630672.185595,38.84842187,-77.08115756,51.0,46.0,19.0,-1.0,-1.0,50
74:44:1:31:bc:56,363630672.185595,38.84756416,-77.0825814,78.0,40.0,17.0,-1.0,-1.0,50
50:67:f0:86:a7:de,363630672.185595,38.8476454,-77.08162224,42.0,38.0,10.0,-1.0,-1.0,50
0:26:f3:89:64:f9,363630672.185595,38.84906846,-77.08172744,58.0,47.0,17.0,-1.0,-1.0,50
50:67:f0:86:a7:b7,363630672.185595,38.84764504,-77.08161866,42.0,38.0,12.0,-1.0,-1.0,50
0:26:f3:fd:90:bb,363630672.185595,38.84906589,-77.08171337,54.0,46.0,18.0,-1.0,-1.0,50
0:23:69:67:e4:b7,363630672.185595,38.84909778,-77.08179372,58.0,45.0,15.0,-1.0,-1.0,50
0:17:3f:59:80:e4,363630672.185595,38.84902137,-77.08160609,46.0,42.0,14.0,-1.0,-1.0,50
0:24:b2:0:a5:11,363630672.185595,38.8490256,-77.08161038,52.0,43.0,19.0,-1.0,-1.0,50
98:fc:11:62:78:5c,363630672.185595,38.84843039,-77.08114391,53.0,46.0,19.0,-1.0,-1.0,50
0:26:f3:fd:90:b9,363630672.185595,38.84906959,-77.08169758,49.0,44.0,17.0,-1.0,-1.0,50
0:1d:cf:62:44:c0,363630672.185595,38.84846872,-77.08114641,85.0,46.0,18.0,-1.0,-1.0,50
0:26:f3:fd:90:b8,363630672.185595,38.84907317,-77.08169794,49.0,45.0,16.0,-1.0,-1.0,50
0:24:b2:d4:5a:12,363630672.185595,38.847992,-77.08122271,94.0,39.0,20.0,-1.0,-1.0,50
0:1e:e5:54:23:76,363630672.185595,38.84902125,-77.08158481,42.0,43.0,17.0,-1.0,-1.0,50
50:67:f0:86:a8:17,363630672.185595,38.84763479,-77.08160233,42.0,38.0,8.0,-1.0,-1.0,50
0:26:62:1d:bb:3b,363630672.185595,38.84911143,-77.08178514,58.0,48.0,17.0,-1.0,-1.0,50
0:1d:cf:9f:c3:20,363630672.185595,38.84912395,-77.08181685,45.0,46.0,14.0,-1.0,-1.0,50
68:7f:74:13:cb:32,363630672.185595,38.84831434,-77.08111971,56.0,44.0,23.0,-1.0,-1.0,50
30:46:9a:a1:56:80,363630672.185595,38.8490737,-77.08164691,42.0,44.0,17.0,-1.0,-1.0,50
0:23:69:58:78:60,363630672.185595,38.84846782,-77.08111178,52.0,44.0,18.0,-1.0,-1.0,50
0:18:39:7e:8d:c8,363630672.185595,38.84905409,-77.0815925,45.0,42.0,15.0,-1.0,-1.0,50
e0:46:9a:44:46:48,363630672.185595,38.84908711,-77.08165264,46.0,44.0,15.0,-1.0,-1.0,50
0:1d:d1:7f:78:90,363630672.185595,38.84850752,-77.08110857,52.0,46.0,18.0,-1.0,-1.0,50
50:67:f0:86:a7:ae,363630672.185595,38.84763121,-77.08153313,42.0,40.0,9.0,-1.0,-1.0,50
0:25:9c:9a:24:c1,363630672.185595,38.84906768,-77.08159279,127.0,40.0,18.0,-1.0,-1.0,50
c:d5:2:6b:21:cb,363630672.185595,38.84836822,-77.08107721,58.0,45.0,17.0,-1.0,-1.0,50
50:67:f0:86:a7:a2,363630672.185595,38.84812939,-77.08110636,42.0,36.0,16.0,-1.0,-1.0,50
50:67:f0:86:a8:8f,363630672.185595,38.84759336,-77.08158838,42.0,40.0,18.0,-1.0,-1.0,50
0:16:b6:bf:f5:80,363630672.185595,38.848329,-77.08107453,64.0,42.0,18.0,-1.0,-1.0,50
b8:9b:c9:23:17:cb,363630672.185595,38.8483501,-77.08105748,51.0,44.0,20.0,-1.0,-1.0,50
0:22:2d:e6:45:48,363630672.185595,38.84836691,-77.08105719,55.0,46.0,19.0,-1.0,-1.0,50
0:12:e:78:ca:4d,363630672.185595,38.84911417,-77.08163291,43.0,42.0,14.0,-1.0,-1.0,50
0:26:f3:fd:c0:1b,363630672.185595,38.84912025,-77.08164042,42.0,44.0,17.0,-1.0,-1.0,50
e0:46:9a:42:88:83,363630672.185595,38.84915661,-77.08172923,57.0,44.0,15.0,-1.0,-1.0,50
0:26:62:f1:de:1c,363630672.185595,38.84903603,-77.08292943,45.0,50.0,14.0,-1.0,-1.0,50
0:23:97:94:1c:d6,363630672.185595,38.84786891,-77.08320087,57.0,40.0,11.0,-1.0,-1.0,50
50:67:f0:86:a7:9a,363630672.185595,38.8481121,-77.08107566,42.0,37.0,15.0,-1.0,-1.0,50
50:67:f0:86:a7:48,363630672.185595,38.84773415,-77.08132648,42.0,37.0,15.0,-1.0,-1.0,50
a0:21:b7:9c:94:74,363630672.185595,38.8484286,-77.08104389,52.0,44.0,20.0,-1.0,-1.0,50
c0:c1:c0:ee:1b:30,363630672.185595,38.84909796,-77.0815618,42.0,40.0,13.0,-1.0,-1.0,50
0:26:f3:fd:c0:1a,363630672.185595,38.84913897,-77.08164906,42.0,43.0,15.0,-1.0,-1.0,50
4c:ed:de:25:e7:f,363630672.745583,38.84830981,-77.07986289,42.0,48.0,22.0,-1.0,-1.0,50
0:26:f3:fb:da:29,363630672.745583,38.84846138,-77.08142024,50.0,50.0,19.0,-1.0,-1.0,50
78:cd:8e:47:81:ab,363630672.745583,38.84823596,-77.07979261,42.0,46.0,23.0,-1.0,-1.0,50
0:24:b2:d7:30:d2,363630672.745583,38.8482778,-77.07982683,42.0,47.0,20.0,-1.0,-1.0,50
e0:46:9a:44:de:4c,363630672.745583,38.84816771,-77.07974028,42.0,45.0,24.0,-1.0,-1.0,50
0:17:f2:4a:47:5e,363630672.745583,38.84848654,-77.08139175,54.0,49.0,21.0,-1.0,-1.0,50
0:26:f3:fb:da:28,363630672.745583,38.8484444,-77.08146351,45.0,53.0,16.0,-1.0,-1.0,50
0:e:8e:3:2a:f2,363630672.745583,38.84846389,-77.0800417,42.0,47.0,22.0,-1.0,-1.0,50
0:26:b6:42:dc:99,363630672.745583,38.84861695,-77.08041739,42.0,37.0,17.0,-1.0,-1.0,50
78:cd:8e:47:81:a8,363630672.745583,38.84824854,-77.07978838,42.0,48.0,21.0,-1.0,-1.0,50
0:a0:c5:c3:5d:19,363630672.745583,38.84748083,-77.07967185,70.0,29.0,11.0,-1.0,-1.0,50
78:cd:8e:b:e4:69,363630672.745583,38.84750062,-77.07965826,61.0,30.0,12.0,-1.0,-1.0,50
78:cd:8e:47:e0:29,363630672.745583,38.84824895,-77.07977706,42.0,47.0,25.0,-1.0,-1.0,50
c0:3f:e:77:5:cd,363630672.745583,38.84746491,-77.07966589,45.0,28.0,12.0,-1.0,-1.0,50
0:26:b8:ad:c3:a9,363630672.745583,38.84766697,-77.07960438,47.0,30.0,14.0,-1.0,-1.0,50
78:cd:8e:47:81:a9,363630672.745583,38.84825861,-77.07978141,42.0,50.0,21.0,-1.0,-1.0,50
78:cd:8e:b:e4:68,363630672.745583,38.84748136,-77.07965201,65.0,29.0,9.0,-1.0,-1.0,50
50:67:f0:86:a8:b7,363630672.745583,38.84690701,-77.08105123,42.0,38.0,15.0,-1.0,-1.0,50
68:7f:74:5:8f:a1,363630672.745583,38.84851062,-77.08138936,46.0,53.0,17.0,-1.0,-1.0,50
78:cd:8e:47:81:aa,363630672.745583,38.84825211,-77.07976359,42.0,52.0,22.0,-1.0,-1.0,50
0:1d:d1:56:81:d0,363630672.745583,38.84829187,-77.07979524,42.0,49.0,17.0,-1.0,-1.0,50
4c:ed:de:25:df:85,363630672.745583,38.84825569,-77.07976293,42.0,55.0,22.0,-1.0,-1.0,50
0:7f:28:29:c7:71,363630672.745583,38.84827381,-77.07977628,42.0,47.0,23.0,-1.0,-1.0,50
0:1f:90:c9:68:b0,363630672.745583,38.8482849,-77.07978558,42.0,48.0,20.0,-1.0,-1.0,50
50:67:f0:86:a8:c1,363630672.745583,38.84694796,-77.08121877,42.0,34.0,14.0,-1.0,-1.0,50
78:cd:8e:47:e0:2b,363630672.745583,38.84825402,-77.07975739,42.0,50.0,22.0,-1.0,-1.0,50
0:23:97:de:63:da,363630672.745583,38.84835845,-77.08162385,49.0,50.0,19.0,-1.0,-1.0,50
0:24:b2:de:c7:cf,363630672.745583,38.84838336,-77.0798788,42.0,51.0,22.0,-1.0,-1.0,50
b4:82:fe:cb:dc:45,363630672.745583,38.84829121,-77.07978338,42.0,54.0,23.0,-1.0,-1.0,50
7c:4f:b5:7a:7:a7,363630672.745583,38.84842097,-77.07992213,42.0,54.0,20.0,-1.0,-1.0,50
e4:7c:f9:6:2b:72,363630672.745583,38.84842288,-77.07992219,42.0,50.0,29.0,-1.0,-1.0,50
0:26:f3:d0:70:19,363630672.745583,38.84826564,-77.07975786,42.0,51.0,21.0,-1.0,-1.0,50
0:7f:28:1d:e7:1,363630672.745583,38.84834975,-77.07983493,42.0,52.0,18.0,-1.0,-1.0,50
0:14:d1:39:d3:c3,363630672.745583,38.84822392,-77.07972431,42.0,49.0,21.0,-1.0,-1.0,50
0:26:b8:2b:8f:a2,363630672.745583,38.84841167,-77.07990336,42.0,52.0,21.0,-1.0,-1.0,50
0:26:b8:b5:b3:18,363630672.745583,38.84824657,-77.07973855,42.0,49.0,21.0,-1.0,-1.0,50
0:7f:28:bd:cb:28,363630672.745583,38.84826731,-77.07974714,42.0,53.0,21.0,-1.0,-1.0,50
0:7f:28:10:d7:e0,363630672.745583,38.8484112,-77.079885,42.0,53.0,21.0,-1.0,-1.0,50
78:cd:8e:47:e0:2a,363630672.745583,38.84827286,-77.07974505,42.0,49.0,23.0,-1.0,-1.0,50
2c:b0:5d:93:3c:60,363630672.745583,38.84844601,-77.0799269,42.0,53.0,22.0,-1.0,-1.0,50
0:7f:28:23:43:f7,363630672.745583,38.84830331,-77.07976865,42.0,54.0,20.0,-1.0,-1.0,50
0:26:f3:41:af:1a,363630672.745583,38.84852164,-77.08143156,42.0,55.0,18.0,-1.0,-1.0,50
4c:ed:de:25:dd:7c,363630672.745583,38.84834265,-77.07980519,42.0,58.0,19.0,-1.0,-1.0,50
0:26:f3:ce:37:5b,363630672.745583,38.84829294,-77.07975667,44.0,50.0,24.0,-1.0,-1.0,50
4c:ed:de:1c:ea:34,363630672.745583,38.84760141,-77.07957041,47.0,30.0,13.0,-1.0,-1.0,50
78:cd:8e:24:af:4b,363630672.745583,38.84830427,-77.07976359,42.0,51.0,22.0,-1.0,-1.0,50
78:cd:8e:47:e0:28,363630672.745583,38.84827959,-77.07974034,42.0,50.0,26.0,-1.0,-1.0,50
78:cd:8e:24:af:48,363630672.745583,38.84828305,-77.07973897,42.0,50.0,19.0,-1.0,-1.0,50
0:1a:70:f9:ff:9f,363630672.745583,38.84830003,-77.0797494,42.0,50.0,21.0,-1.0,-1.0,50
0:26:82:b1:f5:99,363630672.185595,38.84826368,-77.08103632,118.0,47.0,19.0,-1.0,-1.0,50
50:67:f0:86:a8:2e,363630672.185595,38.84756416,-77.08155828,42.0,42.0,9.0,-1.0,-1.0,50
0:26:f3:fd:c0:18,363630672.185595,38.84915357,-77.08166301,42.0,43.0,15.0,-1.0,-1.0,50
50:67:f0:86:a7:b8,363630672.185595,38.84776353,-77.08127033,42.0,36.0,11.0,-1.0,-1.0,50
0:26:f3:fd:c0:19,363630672.185595,38.8491587,-77.08165687,42.0,43.0,15.0,-1.0,-1.0,50
2c:b0:5d:29:ea:3,363630672.185595,38.84847587,-77.08102536,51.0,44.0,16.0,-1.0,-1.0,50
b8:9b:c9:23:17:ca,363630672.185595,38.84837424,-77.08100914,52.0,41.0,19.0,-1.0,-1.0,50
0:15:ff:2b:fe:fc,363630672.185595,38.84920531,-77.08177191,50.0,41.0,9.0,-1.0,-1.0,50
0:1f:33:38:2e:ce,363630672.185595,38.84910196,-77.08151733,42.0,48.0,13.0,-1.0,-1.0,50
0:1d:d1:30:2b:20,363630672.185595,38.8489418,-77.08128827,42.0,39.0,13.0,-1.0,-1.0,50
0:1f:90:fe:5d:ec,363630672.185595,38.84907007,-77.08294939,42.0,51.0,11.0,-1.0,-1.0,50
0:26:f3:88:e3:29,363630672.185595,38.84891968,-77.08126294,42.0,40.0,11.0,-1.0,-1.0,50
50:67:f0:86:a8:99,363630672.185595,38.84769028,-77.08132159,42.0,34.0,11.0,-1.0,-1.0,50
c0:3f:e:2a:cd:a8,363630672.185595,38.84789043,-77.08326917,56.0,36.0,11.0,-1.0,-1.0,50
0:1c:df:ac:3f:a7,363630672.185595,38.84892278,-77.08125984,42.0,40.0,13.0,-1.0,-1.0,50
50:67:f0:86:a7:dc,363630672.185595,38.84768867,-77.08131515,42.0,37.0,16.0,-1.0,-1.0,50
0:26:f3:88:e3:2b,363630672.185595,38.84892356,-77.08125323,42.0,40.0,14.0,-1.0,-1.0,50
c0:c1:c0:47:db:a7,363630672.185595,38.84893393,-77.08125811,42.0,39.0,12.0,-1.0,-1.0,50
0:26:f3:88:e3:2a,363630672.185595,38.84893161,-77.08124876,42.0,39.0,13.0,-1.0,-1.0,50
0:26:f2:9f:4a:db,363630672.185595,38.84891039,-77.08122485,42.0,39.0,14.0,-1.0,-1.0,50
0:26:f3:88:e3:28,363630672.185595,38.84893137,-77.08124464,42.0,39.0,13.0,-1.0,-1.0,50
c0:c1:c0:47:db:a6,363630672.185595,38.84894818,-77.08126091,42.0,39.0,12.0,-1.0,-1.0,50
e0:91:f5:c1:b1:f,363630672.185595,38.84891265,-77.08122456,42.0,39.0,13.0,-1.0,-1.0,50
0:22:3f:a0:a6:62,363630672.185595,38.84836459,-77.08097445,53.0,38.0,19.0,-1.0,-1.0,50
10:9a:dd:8a:ae:f5,363630672.185595,38.8484615,-77.0809794,69.0,43.0,18.0,-1.0,-1.0,50
8:86:3b:78:e6:4,363630672.185595,38.84759837,-77.08302026,42.0,40.0,16.0,-1.0,-1.0,50
b8:9b:c9:23:17:c9,363630672.185595,38.84839385,-77.08095991,52.0,42.0,18.0,-1.0,-1.0,50
50:67:f0:86:a8:a2,363630672.185595,38.84771758,-77.08123242,42.0,37.0,8.0,-1.0,-1.0,50
50:67:f0:86:a8:27,363630672.185595,38.84775376,-77.08118706,42.0,36.0,14.0,-1.0,-1.0,50
c:d5:2:ce:e1:e3,363630672.185595,38.84921032,-77.08162993,70.0,42.0,16.0,-1.0,-1.0,50
b8:9b:c9:23:17:c8,363630672.185595,38.84835618,-77.08094376,56.0,40.0,18.0,-1.0,-1.0,50
0:18:1:ea:ab:df,363630672.185595,38.84894031,-77.08320105,42.0,52.0,10.0,-1.0,-1.0,50
0:1b:2f:fd:aa:24,363630672.185595,38.84759134,-77.08304744,42.0,42.0,13.0,-1.0,-1.0,50
0:23:69:a0:41:90,363630672.185595,38.84827911,-77.08092933,82.0,45.0,19.0,-1.0,-1.0,50
50:67:f0:86:a7:aa,363630672.185595,38.84777331,-77.08114564,42.0,36.0,14.0,-1.0,-1.0,50
0:26:62:3f:c7:f7,363630672.185595,38.8486154,-77.08343541,46.0,41.0,20.0,-1.0,-1.0,50
e0:46:9a:64:36:8d,363630672.185595,38.84757304,-77.08304721,42.0,41.0,13.0,-1.0,-1.0,50
0:22:75:bc:77:dd,363630672.185595,38.84835541,-77.08091104,63.0,41.0,21.0,-1.0,-1.0,50
0:26:62:f1:28:e0,363630672.185595,38.84891659,-77.08327645,42.0,53.0,8.0,-1.0,-1.0,50
50:67:f0:86:a7:d0,363630672.185595,38.84770035,-77.08116251,42.0,34.0,13.0,-1.0,-1.0,50
30:46:9a:9e:c1:20,363630672.185595,38.84781652,-77.08336257,49.0,38.0,13.0,-1.0,-1.0,50
0:7f:28:e:96:4b,363630672.185595,38.84872716,-77.0834394,42.0,50.0,10.0,-1.0,-1.0,50
0:7f:28:1c:39:1b,363630672.745583,38.84841448,-77.07986676,42.0,49.0,26.0,-1.0,-1.0,50
0:26:f3:d0:70:1b,363630672.745583,38.84828108,-77.07973152,42.0,50.0,19.0,-1.0,-1.0,50
0:1d:d1:89:24:d0,363630672.745583,38.84867012,-77.08107972,42.0,40.0,16.0,-1.0,-1.0,50
0:7f:28:e:81:52,363630672.745583,38.8486455,-77.08030062,42.0,39.0,18.0,-1.0,-1.0,50
0:26:b8:6c:58:de,363630672.745583,38.84828853,-77.07973575,42.0,54.0,20.0,-1.0,-1.0,50
0:26:f3:d0:70:1a,363630672.745583,38.84828704,-77.07973045,42.0,48.0,19.0,-1.0,-1.0,50
0:19:77:4a:f9:90,363630672.745583,38.84839195,-77.07983058,42.0,52.0,27.0,-1.0,-1.0,50
18:87:96:b6:73:2e,363630672.745583,38.84832298,-77.07976007,42.0,54.0,19.0,-1.0,-1.0,50
a0:21:b7:ab:c4:68,363630672.745583,38.84824478,-77.07969504,42.0,48.0,22.0,-1.0,-1.0,50
b4:82:fe:14:32:9,363630672.745583,38.84753608,-77.07956928,78.0,30.0,16.0,-1.0,-1.0,50
0:7f:28:37:8e:21,363630672.745583,38.84864515,-77.08027863,42.0,41.0,17.0,-1.0,-1.0,50
0:26:b8:98:6f:d1,363630672.745583,38.8484202,-77.07985979,42.0,49.0,29.0,-1.0,-1.0,50
0:7f:28:b:34:ba,363630672.745583,38.84825807,-77.07970255,42.0,47.0,22.0,-1.0,-1.0,50
0:13:46:bf:ea:80,363630672.745583,38.84749746,-77.07958114,57.0,27.0,11.0,-1.0,-1.0,50
0:7f:28:e:c7:c2,363630672.745583,38.84825593,-77.07969838,42.0,56.0,18.0,-1.0,-1.0,50
0:17:3f:8b:ed:4f,363630672.745583,38.84751796,-77.07957148,77.0,34.0,17.0,-1.0,-1.0,50
70:73:cb:b7:ac:a5,363630672.745583,38.84833544,-77.07976371,42.0,54.0,21.0,-1.0,-1.0,50
0:7f:28:c0:75:51,363630672.745583,38.84833526,-77.07976037,42.0,57.0,20.0,-1.0,-1.0,50
0:26:e8:4a:1:97,363630672.745583,38.84844404,-77.08159923,42.0,55.0,16.0,-1.0,-1.0,50
0:7f:28:a:6b:6c,363630672.745583,38.8474316,-77.07959884,65.0,28.0,10.0,-1.0,-1.0,50
0:7f:28:bd:b7:32,363630672.745583,38.8483327,-77.07975172,42.0,52.0,23.0,-1.0,-1.0,50
0:26:f3:ce:37:5a,363630672.745583,38.84833782,-77.07975441,47.0,50.0,22.0,-1.0,-1.0,50
0:26:b8:6c:9d:c6,363630672.745583,38.84844034,-77.0798645,42.0,51.0,22.0,-1.0,-1.0,50
78:cd:8e:24:af:49,363630672.745583,38.84833461,-77.07974767,42.0,51.0,19.0,-1.0,-1.0,50
c4:3d:c7:9e:a:49,363630672.745583,38.84840983,-77.0798251,42.0,48.0,20.0,-1.0,-1.0,50
0:26:f3:d0:70:18,363630672.745583,38.84828919,-77.07970577,42.0,47.0,17.0,-1.0,-1.0,50
78:cd:8e:24:af:4a,363630672.745583,38.84833812,-77.07974606,42.0,53.0,19.0,-1.0,-1.0,50
0:26:f3:ce:37:59,363630672.745583,38.8483414,-77.07974886,48.0,53.0,27.0,-1.0,-1.0,50
0:7f:28:2c:19:3d,363630672.745583,38.84840142,-77.0798099,42.0,53.0,21.0,-1.0,-1.0,50
0:19:77:4a:f9:91,363630672.745583,38.84843939,-77.07985198,42.0,52.0,19.0,-1.0,-1.0,50
0:26:f3:67:b4:7b,363630672.745583,38.84846919,-77.08158499,61.0,58.0,16.0,-1.0,-1.0,50
5c:da:d4:25:21:ea,363630672.745583,38.84866803,-77.08118534,47.0,49.0,13.0,-1.0,-1.0,50
0:26:f3:67:b4:78,363630672.745583,38.84848123,-77.08156859,42.0,55.0,17.0,-1.0,-1.0,50
0:26:b8:6c:2b:ba,363630672.745583,38.84838527,-77.07978862,42.0,53.0,19.0,-1.0,-1.0,50
0:1f:90:b0:2c:68,363630672.745583,38.84839898,-77.07980281,42.0,53.0,23.0,-1.0,-1.0,50
0:1a:70:4d:a4:a6,363630672.745583,38.84870272,-77.0810576,44.0,38.0,13.0,-1.0,-1.0,50
0:26:f3:67:b4:79,363630672.745583,38.84846389,-77.08159536,42.0,57.0,20.0,-1.0,-1.0,50
0:26:b8:a5:1d:3d,363630672.745583,38.84866744,-77.08028107,42.0,40.0,15.0,-1.0,-1.0,50
0:7f:28:d:1e:cf,363630672.745583,38.84832298,-77.07972514,42.0,54.0,21.0,-1.0,-1.0,50
0:26:f3:67:b4:7a,363630672.745583,38.84848028,-77.08157646,42.0,57.0,19.0,-1.0,-1.0,50
0:19:77:4a:f9:92,363630672.745583,38.8484413,-77.07984614,42.0,52.0,29.0,-1.0,-1.0,50
c4:3d:c7:46:5d:b,363630672.745583,38.84757572,-77.07952421,57.0,30.0,14.0,-1.0,-1.0,50
0:26:b8:b3:98:f5,363630672.745583,38.8484916,-77.0799064,42.0,49.0,23.0,-1.0,-1.0,50
0:26:b8:b3:8f:53,363630672.745583,38.84846758,-77.07986676,42.0,51.0,22.0,-1.0,-1.0,50
50:67:f0:86:a8:14,363630672.745583,38.84698355,-77.08147251,42.0,44.0,17.0,-1.0,-1.0,50
e0:46:9a:36:d1:67,363630672.745583,38.84842181,-77.07980817,46.0,56.0,21.0,-1.0,-1.0,50
c0:c1:c0:83:ba:2f,363630672.745583,38.84778851,-77.07948845,45.0,33.0,17.0,-1.0,-1.0,50
c0:c1:c0:83:ba:2e,363630672.745583,38.84777408,-77.07948756,45.0,33.0,16.0,-1.0,-1.0,50
0:19:77:4a:f9:93,363630672.745583,38.84843236,-77.07981377,42.0,49.0,27.0,-1.0,-1.0,50
68:7f:74:1d:be:9d,363630672.745583,38.84848678,-77.07987838,42.0,51.0,21.0,-1.0,-1.0,50
0:26:f2:94:2f:a6,363630672.185595,38.84782135,-77.0833916,47.0,37.0,14.0,-1.0,-1.0,50
0:26:f3:df:55:39,363630672.185595,38.84788304,-77.08097338,107.0,34.0,18.0,-1.0,-1.0,50
50:67:f0:86:a8:a8,363630672.185595,38.84780377,-77.08101809,42.0,37.0,17.0,-1.0,-1.0,50
50:67:f0:86:a7:b9,363630672.185595,38.84734034,-77.0816918,42.0,35.0,14.0,-1.0,-1.0,50
50:67:f0:86:a7:a0,363630672.185595,38.84777927,-77.08102774,42.0,37.0,14.0,-1.0,-1.0,50
50:67:f0:86:a7:84,363630672.185595,38.8473491,-77.08163285,42.0,38.0,14.0,-1.0,-1.0,50
0:25:9c:c3:92:60,363630672.185595,38.84764391,-77.08327907,42.0,39.0,15.0,-1.0,-1.0,50
0:26:f3:df:55:3a,363630672.185595,38.8479048,-77.08092308,130.0,39.0,19.0,-1.0,-1.0,50
1c:1d:67:d0:9b:e7,363630672.185595,38.84892803,-77.08337044,42.0,50.0,7.0,-1.0,-1.0,50
0:f:b3:ef:7c:52,363630672.185595,38.84891963,-77.08337867,42.0,52.0,8.0,-1.0,-1.0,50
0:26:b8:17:95:e0,363630672.185595,38.8488909,-77.08340239,43.0,50.0,12.0,-1.0,-1.0,50
50:67:f0:86:a7:e4,363630672.185595,38.84733051,-77.08163386,42.0,34.0,14.0,-1.0,-1.0,50
bc:ae:c5:bb:4:74,363630672.185595,38.84823763,-77.08079373,70.0,37.0,19.0,-1.0,-1.0,50
0:30:d:30:b3:67,363630672.185595,38.8476867,-77.08335387,42.0,46.0,14.0,-1.0,-1.0,50
0:24:1:41:7f:d7,363630672.185595,38.84762012,-77.08329552,42.0,37.0,14.0,-1.0,-1.0,50
50:67:f0:86:a7:a5,363630672.185595,38.84816926,-77.08077526,42.0,37.0,15.0,-1.0,-1.0,50
50:67:f0:86:a7:a3,363630672.185595,38.84811371,-77.08078408,42.0,36.0,14.0,-1.0,-1.0,50
0:26:f3:df:55:3b,363630672.185595,38.84789031,-77.08086091,112.0,35.0,18.0,-1.0,-1.0,50
50:67:f0:86:a7:7d,363630672.185595,38.84729206,-77.08160448,42.0,39.0,14.0,-1.0,-1.0,50
50:67:f0:86:a8:8d,363630672.185595,38.847741,-77.08094877,42.0,37.0,13.0,-1.0,-1.0,50
c:d5:2:ac:48:10,363630672.185595,38.84755128,-77.08329343,42.0,41.0,16.0,-1.0,-1.0,50
50:67:f0:86:a7:89,363630672.185595,38.84729468,-77.08153301,42.0,37.0,13.0,-1.0,-1.0,50
50:67:f0:86:a7:c5,363630672.185595,38.84729278,-77.08153724,42.0,32.0,13.0,-1.0,-1.0,50
0:30:d:2f:d0:21,363630672.185595,38.84757304,-77.08334302,42.0,36.0,19.0,-1.0,-1.0,50
50:67:f0:86:a7:be,363630672.185595,38.84775066,-77.08089441,42.0,36.0,14.0,-1.0,-1.0,50
78:cd:8e:2e:cd:1a,363630672.185595,38.84779304,-77.08355337,50.0,37.0,10.0,-1.0,-1.0,50
78:cd:8e:2e:cd:19,363630672.185595,38.84777599,-77.08355283,57.0,37.0,11.0,-1.0,-1.0,50
78:cd:8e:2e:cd:1b,363630672.185595,38.84779173,-77.08356583,53.0,37.0,12.0,-1.0,-1.0,50
0:23:97:2b:ef:f2,363630672.185595,38.84757751,-77.08338862,42.0,40.0,15.0,-1.0,-1.0,50
50:67:f0:86:a7:87,363630672.185595,38.84721159,-77.081649,42.0,39.0,10.0,-1.0,-1.0,50
78:cd:8e:2e:cd:18,363630672.185595,38.84774321,-77.083566,52.0,37.0,10.0,-1.0,-1.0,50
e0:46:9a:53:8c:db,363630672.185595,38.84916108,-77.08334964,42.0,51.0,10.0,-1.0,-1.0,50
